,Test Name,Test Start Time,Num of replans,Robot ID,Successful Misions,Mission1 Duration,Mission2 Duration,Mission3 Duration,Mission1 Start Time,Mission1 End Time,Mission2 Start Time,Mission2 End Time,Mission3 Start Time,Mission3 End Time
85,BRSU_Floor0,17-07-2019 13:12:02,0.0,5,3,28.384,8.464,13.079,17-07-2019 13:14:38,17-07-2019 13:15:07,17-07-2019 13:15:07,17-07-2019 13:15:15,17-07-2019 13:15:15,17-07-2019 13:15:28
86,BRSU_Floor0,17-07-2019 13:16:43,0.0,1,3,55.522,10.356,13.365,17-07-2019 13:19:19,17-07-2019 13:20:14,17-07-2019 13:20:14,17-07-2019 13:20:25,17-07-2019 13:20:25,17-07-2019 13:20:38
87,BRSU_Floor0,17-07-2019 13:16:43,0.0,2,3,42.592,13.065,14.762,17-07-2019 13:19:20,17-07-2019 13:20:03,17-07-2019 13:20:03,17-07-2019 13:20:16,17-07-2019 13:20:16,17-07-2019 13:20:30
88,BRSU_Floor0,17-07-2019 13:16:43,0.0,3,3,25.09,17.611,12.954,17-07-2019 13:19:20,17-07-2019 13:19:45,17-07-2019 13:19:45,17-07-2019 13:20:02,17-07-2019 13:20:02,17-07-2019 13:20:15
89,BRSU_Floor0,17-07-2019 13:16:43,0.0,4,3,40.625,16.116,11.548,17-07-2019 13:19:19,17-07-2019 13:20:00,17-07-2019 13:20:00,17-07-2019 13:20:16,17-07-2019 13:20:16,17-07-2019 13:20:28
90,BRSU_Floor0,17-07-2019 13:16:43,0.0,5,3,29.807,17.444,12.766,17-07-2019 13:19:19,17-07-2019 13:19:49,17-07-2019 13:19:49,17-07-2019 13:20:06,17-07-2019 13:20:06,17-07-2019 13:20:19
91,BRSU_Floor0,17-07-2019 13:21:24,1.0,1,3,40.93,14.203,14.684,17-07-2019 13:24:00,17-07-2019 13:24:41,17-07-2019 13:24:41,17-07-2019 13:24:55,17-07-2019 13:24:55,17-07-2019 13:25:10
92,BRSU_Floor0,17-07-2019 13:21:24,1.0,2,3,29.771,13.047,12.433,17-07-2019 13:24:01,17-07-2019 13:24:31,17-07-2019 13:24:31,17-07-2019 13:24:44,17-07-2019 13:24:44,17-07-2019 13:24:56
93,BRSU_Floor0,17-07-2019 13:21:24,1.0,3,3,14.434,13.409,13.952,17-07-2019 13:24:01,17-07-2019 13:24:15,17-07-2019 13:24:15,17-07-2019 13:24:29,17-07-2019 13:24:29,17-07-2019 13:24:43
94,BRSU_Floor0,17-07-2019 13:21:24,1.0,4,3,42.409,12.369,11.544,17-07-2019 13:24:01,17-07-2019 13:24:43,17-07-2019 13:24:43,17-07-2019 13:24:55,17-07-2019 13:24:55,17-07-2019 13:25:07
95,BRSU_Floor0,17-07-2019 13:21:24,1.0,5,3,26.007,8.538,12.8,17-07-2019 13:24:00,17-07-2019 13:24:26,17-07-2019 13:24:26,17-07-2019 13:24:35,17-07-2019 13:24:35,17-07-2019 13:24:48
96,BRSU_Floor0,17-07-2019 13:26:05,0.0,1,3,44.98,10.244,15.373,17-07-2019 13:28:41,17-07-2019 13:29:26,17-07-2019 13:29:26,17-07-2019 13:29:36,17-07-2019 13:29:36,17-07-2019 13:29:52
97,BRSU_Floor0,17-07-2019 13:26:05,0.0,2,3,39.807,13.062,14.76,17-07-2019 13:28:42,17-07-2019 13:29:22,17-07-2019 13:29:22,17-07-2019 13:29:35,17-07-2019 13:29:35,17-07-2019 13:29:50
98,BRSU_Floor0,17-07-2019 13:26:05,0.0,3,3,23.358,16.355,16.1,17-07-2019 13:28:42,17-07-2019 13:29:05,17-07-2019 13:29:05,17-07-2019 13:29:22,17-07-2019 13:29:22,17-07-2019 13:29:38
99,BRSU_Floor0,17-07-2019 13:26:05,0.0,4,3,32.958,21.205,11.862,17-07-2019 13:28:42,17-07-2019 13:29:15,17-07-2019 13:29:15,17-07-2019 13:29:36,17-07-2019 13:29:36,17-07-2019 13:29:48
100,BRSU_Floor0,17-07-2019 13:26:05,0.0,5,3,27.173,11.14,12.469,17-07-2019 13:28:41,17-07-2019 13:29:09,17-07-2019 13:29:09,17-07-2019 13:29:20,17-07-2019 13:29:20,17-07-2019 13:29:32
101,BRSU_Floor0,17-07-2019 13:30:46,2.0,1,3,50.468,10.265,15.061,17-07-2019 13:33:22,17-07-2019 13:34:13,17-07-2019 13:34:13,17-07-2019 13:34:23,17-07-2019 13:34:23,17-07-2019 13:34:38
102,BRSU_Floor0,17-07-2019 13:30:46,2.0,2,3,36.892,13.281,12.404,17-07-2019 13:33:23,17-07-2019 13:34:00,17-07-2019 13:34:00,17-07-2019 13:34:13,17-07-2019 13:34:13,17-07-2019 13:34:26
103,BRSU_Floor0,17-07-2019 13:30:46,2.0,3,3,25.006,14.957,14.283,17-07-2019 13:33:23,17-07-2019 13:33:48,17-07-2019 13:33:48,17-07-2019 13:34:03,17-07-2019 13:34:03,17-07-2019 13:34:17
104,BRSU_Floor0,17-07-2019 13:30:46,2.0,4,2,48.007,12.44,x,17-07-2019 13:33:23,17-07-2019 13:34:11,17-07-2019 13:34:11,17-07-2019 13:34:23,17-07-2019 13:34:23,x
105,BRSU_Floor0,17-07-2019 13:30:46,2.0,5,3,29.52,14.467,13.127,17-07-2019 13:33:22,17-07-2019 13:33:52,17-07-2019 13:33:52,17-07-2019 13:34:06,17-07-2019 13:34:06,17-07-2019 13:34:20
106,BRSU_Floor0,17-07-2019 13:35:27,0.0,1,3,39.769,13.979,13.57,17-07-2019 13:38:03,17-07-2019 13:38:43,17-07-2019 13:38:43,17-07-2019 13:38:57,17-07-2019 13:38:57,17-07-2019 13:39:10
